Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20
1714455731.8995621,[],0,88.69999694824219,8.069999694824219,8.4399995803833,99.62999725341797,1.0499999523162842,53.290000915527344,99.93000030517578,-9.859999656677246,-3.4800000190734863,88.73999786376953,-0.10999999940395355,-154.41000366210938,84.8499984741211,-5.400000095367432,-78.0999984741211,91.20999908447266,-0.6399999856948853,-58.060001373291016,68.44000244140625,-9.5600004196167,-114.33000183105469
